CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP
6042327,-122.2755932,37.79746628,2013,109,0,4,4,9,0,2,A,,,,,,900,4,D,C,A,BROADWAY,4TH ST,0,,Y,8/11/14,109,4/11/13,815,7726,1,5,7,0,0,,0,1,-,N,,0,0,,,0,,,,N,2,A,-,21802,A,N,A,H,-,-,A,0,Y,A,7,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6042202,-122.2289332,37.78823471,2013,109,0,1,4,12,0,1,A,,,Y,,,2100,4,D,C,A,E 22ND ST,24TH AV,0,,Y,2/13/14,109,4/1/13,1810,8619,1,5,7,0,0,,0,21X,-,N,,0,0,,,0,,,,N,2,A,-,22450,A,N,A,H,-,A,A,0,Y,C,2,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,0,0
6042190,-122.2752931,37.81641388,2013,109,0,5,4,9,0,1,A,,,,,,2400,4,B,C,A,SAN PABLO AV,MEAD ST,0,,Y,2/13/14,109,4/5/13,2155,8984,1,5,7,0,0,,0,07X,-,N,,0,0,,,0,,,,N,2,A,-,21801,A,N,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6042186,-122.2678731,37.80732346,2013,109,0,5,4,12,0,1,A,,Y,,,,1500,4,H,G,A,19TH ST,FRANKLIN ST,0,,Y,2/13/14,109,4/5/13,1255,9091,1,5,7,0,0,,0,04X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,A,H,-,A,A,0,Y,L,4,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6042182,-122.2642331,37.83785629,2013,109,0,5,3,9,0,1,B,,,,,,300,4,C,C,A,SHATTUCK AV,52ND ST,0,,Y,2/13/14,109,4/5/13,20,9089,1,5,7,0,0,,0,11X,-,N,,0,0,,,0,,,,Y,2,A,-,21801,A,N,A,H,-,C,A,0,Y,A,1,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6042160,-122.2769131,37.8048439,2013,109,0,1,4,12,0,1,B,,,,,,1800,1,D,C,A,12TH ST,MARTIN LUTHER KING JR WY,0,,Y,2/13/14,109,1/7/13,1545,8444,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6042030,-122.1994232,37.79245377,2013,109,0,5,4,0,0,2,A,,,,,,1200,3,C,C,A,MACARTHUR BL,LOMA VISTA AV,0,,Y,2/11/14,109,3/8/13,930,8483,2,5,7,0,0,,0,22X,-,N,,0,0,,,0,,,,N,2,D,-,0,,M,A,H,-,C,D,0,Y,-,-,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6041836,-122.1774431,37.76983643,2013,109,0,2,3,10,0,2,A,Y,,,,,1800,2,G,B,B,FOOTHILL BL,CHURCH ST,0,,Y,2/3/14,109,2/12/13,1620,8949,2,5,7,0,0,,0,30Y,-,N,,0,0,,,0,,,,N,3,A,-,21950,A,N,A,H,-,A,A,0,Y,A,1,0,1,1,0,2,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6041828,-122.1772732,37.75363541,2013,109,0,6,4,8,0,1,A,,,Y,,,2100,2,D,C,A,INTERNATIONAL BL,85TH AV,0,,Y,2/3/14,109,2/16/13,1905,8709,2,5,7,0,0,,0,34X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,N,A,H,-,C,A,0,Y,A,1,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,0,0
6040949,-122.1838071,37.78396988,2013,109,1,1,4,3,0,1,A,,,,,,1800,4,C,C,A,RT 580,BUELL ST,1195,E,N,2/15/14,9370,4/15/13,1615,19469,,2,7,0,1,,2,52,-,Y,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,7,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.18361,37.78402
6040937,0,0,2013,109,3,4,4,8,0,1,C,,,,,,600,4,E,I,A,RT 13,RUSTING AV,200,N,N,2/15/14,9370,4/4/13,535,20508,,3,7,0,1,,2,13,-,Y,,0,0,,,0,,,,Y,1,A,-,22107,,N,B,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.10347,37.46596
6040934,-122.2113046,37.75744247,2013,109,1,3,4,3,0,1,A,,,,,,900,4,C,C,A,RT 880,66TH AV,1558,N,N,2/15/14,9370,4/17/13,801,20525,,1,7,0,1,,2,176,-,Y,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.12398,37.45271
6040112,-122.20741,37.79849625,2013,109,0,3,4,5,0,2,A,,,,,,900,2,D,C,A,MACARTHUR BL,HOPKINS,250,E,N,1/29/14,109,2/20/13,717,8824,1,5,7,0,0,,0,22,-,N,,0,0,,,0,,,,N,2,A,-,21460,A,N,A,H,-,A,D,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6040108,-122.2633732,37.8004036,2013,109,0,5,3,12,0,1,A,,,,,,1200,2,D,C,A,OAK ST,13TH ST,0,,Y,2/1/14,109,2/8/13,1140,9001,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,Y,3,A,-,21453,A,N,A,H,-,A,A,0,Y,-,-,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039273,-122.0955255,37.64737273,2013,109,1,2,3,3,0,1,A,,,,,,900,4,C,C,A,RT 880,98TH AV,300,S,N,12/23/14,9370,4/9/13,800,19887,,1,7,0,1,,2,176,-,Y,ALA,4,880,-,-,16.845,R,1,N,N,3,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,1,0,0,0,0,0,0,0,FR,-,OAKLAND,ALAMEDA,CA,-122.1877,37.7314
6039269,-122.2775113,37.82652664,2013,109,1,3,4,3,0,1,A,,,,,,1200,4,C,C,A,RT 580,SAN PABLO AV,350,E,N,2/12/14,9370,4/17/13,930,19649,,1,7,0,1,,2,55,-,Y,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,8,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.27722,37.82651
6039227,-122.1789953,37.77695847,2013,109,0,4,4,18,0,1,A,Y,,,,,900,3,G,B,F,MAJESTIC AV,62ND AV,100,W,N,2/10/14,109,3/14/13,645,8088,2,5,7,0,0,,0,29X,-,N,,0,0,,,0,,,,N,2,C,-,0,,M,A,H,-,A,D,0,Y,-,-,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039223,-122.2675631,37.7960434,2013,109,0,1,4,12,0,1,A,,,,,,1500,3,D,C,A,6TH ST,MADISON ST,0,,Y,2/8/14,109,3/4/13,1455,8811,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,3,A,-,21453,A,N,A,H,-,A,A,0,Y,A,7,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039219,-122.2237166,37.78188324,2013,109,0,1,4,8,0,2,A,,,,,,1800,3,D,C,A,FRUITVALE AV,E 18TH ST,40,S,N,2/10/14,109,3/4/13,1640,8367,2,5,7,0,0,,0,27X,-,N,,0,0,,,0,,,,N,2,A,-,22100,B,N,A,H,-,A,D,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039217,-122.2219478,37.77066992,2013,109,1,4,4,8,0,1,C,,,,,,600,4,E,I,A,RT 880,HIGH ST,72,N,N,12/9/14,9370,4/4/13,530,20155,,3,7,0,1,,2,176,-,Y,ALA,4,880,-,-,27.97,H,-,N,N,2,A,-,22107,,N,B,H,-,D,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.22135,37.76977
6039215,-122.1812831,37.72966385,2013,109,0,6,3,0,0,1,B,,,,,,1500,3,H,A,A,KNIGHT ST,GRAMERCY PL,0,,-,2/10/14,109,3/30/13,1300,7674,2,5,7,0,0,,0,31X,-,N,,0,0,,,0,,,,N,1,D,-,0,,N,A,H,-,A,D,0,Y,-,-,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039211,-122.2436372,37.80290985,2013,109,0,7,4,3,0,1,A,,,,,,1500,3,B,C,A,BROOKLYN AV,MONTCLAIR ST,5,E,N,2/8/14,109,3/10/13,1412,8944,1,5,7,0,0,,0,15X,-,N,,0,0,,,0,,,,N,3,A,-,22350,,M,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039207,-122.2566731,37.82318497,2013,109,0,5,4,8,0,1,A,Y,,,,,1200,3,B,B,E,PIEDMONT AV,WEST MACARTHUR BL,0,,Y,2/10/14,109,3/29/13,924,9070,1,5,7,0,0,,0,09X,-,N,,0,0,,,0,,,,N,3,A,-,22107,,M,A,H,-,A,A,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039205,-122.2416925,37.80825419,2013,109,1,2,4,3,0,1,A,,,,,,1800,4,C,C,A,RT 580,LAKE PARK AV,306,W,N,1/22/15,9370,4/9/13,1612,18579,,2,7,0,1,,2,54,-,Y,ALA,4,580,-,-,43.29,H,-,E,N,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.14346,37.48312
6039203,-122.2128625,37.78173828,2013,109,0,7,4,4,0,1,A,,,Y,,,1800,3,C,C,A,38TH AV,CARRINGTON ST,35,N,N,2/10/14,109,3/10/13,1545,8707,2,5,7,0,0,,0,24X,-,N,,0,0,,,0,,,,N,2,A,-,21703,,M,A,H,-,A,A,0,Y,C,2,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,0,0
6039199,-122.1828731,37.76208496,2013,109,0,7,3,0,0,1,B,Y,,,,,300,4,G,B,B,73RD AV,HOLLY ST,0,,Y,2/12/14,109,4/7/13,223,9019,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,D,-,0,,M,A,H,-,C,A,0,Y,-,-,0,1,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039195,-122.1895632,37.76035309,2013,109,0,7,4,9,0,1,A,,,Y,,,1500,4,H,A,A,INTERNATIONAL BL,70TH AV,0,,Y,2/12/14,109,4/14/13,1359,8631,2,5,7,0,0,,0,26Y,-,N,,0,0,,,0,,,,N,2,A,-,21801,A,M,A,H,-,A,D,0,Y,A,8,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,0,0
6039191,-122.2218963,37.80767822,2013,109,0,1,4,21,0,1,A,Y,,,,,2400,4,G,B,E,PARK BL,WELLINGTON ST,60,S,N,2/12/14,109,4/8/13,2120,8626,1,5,7,0,0,,0,16X,-,N,,0,0,,,0,,,,N,3,A,-,22106,,M,A,H,-,C,D,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039187,-122.2283276,37.80473709,2013,109,0,3,4,8,0,1,A,,Y,,,,900,4,H,G,A,PARK BL,GREENWOOD,80,N,N,2/12/14,109,4/17/13,818,8444,1,5,7,0,0,,0,16X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,L,4,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6039020,-122.2550932,37.81996342,2013,109,1,2,3,8,0,2,A,,,,,,1500,3,E,I,A,RT 580,HARRISON ST,85,W,N,11/19/14,9370,3/26/13,1322,19469,,1,7,0,1,,2,54,-,Y,ALA,4,580,-,-,44.34,H,-,W,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,A,1,0,2,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.25469,37.81986
6038984,-122.2686032,37.79589462,2013,109,1,1,4,7,0,1,A,,,,,,1200,4,B,C,A,RT 880,JACKSON ST,128,S,N,2/11/14,9370,4/15/13,1116,19852,,1,7,0,1,,2,177,-,Y,,0,0,,,0,,,,Y,2,A,-,21658,A,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.2685,37.7958
6038980,-122.2682293,37.79574966,2013,109,1,1,4,7,0,1,A,,,,,,600,4,E,I,A,RT 880,BROADWAY,2185,S,N,2/11/14,9370,4/15/13,540,19852,,3,7,0,1,,2,177,-,Y,,0,0,,,0,,,,Y,2,A,-,21658,A,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.2677,37.7958
6038954,-122.2859134,37.82693673,2013,109,1,4,4,3,0,1,A,,,,,,1200,3,C,C,A,RT 580,HOLLIS ST,30,E,N,11/19/14,9370,3/21/13,1000,20447,,1,7,0,1,,2,55,-,Y,ALA,4,580,-,-,45.98,H,-,W,N,3,A,-,22350,,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.28471,37.82732
6038504,0,0,2013,109,1,6,4,3,0,1,A,,,Y,,,1200,4,C,C,A,RT 80,SAN FRANCISCO COUNTY LINE,3168,E,N,2/13/14,9335,4/20/13,1050,19631,,1,7,0,1,,1,82,-,Y,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,C,2,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.34043,37.81961
6038220,-122.1501631,37.75337601,2013,109,0,4,3,3,0,1,A,,,,,Y,2100,4,A,E,A,MOUNTAIN BL,GOLF LINKS RD,0,,Y,2/12/14,109,4/11/13,2030,9141,2,5,7,0,0,,0,35Y,-,N,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,C,D,0,Y,A,1,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6038216,-122.1826003,37.75484467,2013,109,0,6,2,6,0,2,A,,,Y,,,2100,4,F,A,A,81ST AV,B ST,150,N,N,2/12/14,109,4/13/13,1840,8717,2,5,7,0,0,,0,33X,-,N,,0,0,,,0,,,,Y,1,A,-,21751,,N,A,H,-,A,A,0,Y,C,3,2,0,0,0,0,0,0,0,2,-,-,OAKLAND,ALAMEDA,CA,0,0
6037991,-122.2961363,37.81927872,2013,109,1,3,4,3,0,1,A,,,,,,1200,4,C,C,A,RT 80,W GRAND AV,975,E,N,2/10/14,9370,4/10/13,1105,18954,,1,7,0,1,,2,8,-,Y,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.33118,37.82439
6037936,-122.3081758,37.82440942,2013,109,1,3,4,8,0,1,A,,,,Y,,1800,3,E,I,A,RT 80,MARITIME ST,585,N,N,1/14/15,9370,3/13/13,1500,18954,,2,7,0,1,,2,8,-,Y,ALA,4,880,S,-,1.019,R,2,S,Y,2,A,-,22107,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,TO,-,OAKLAND,ALAMEDA,CA,-122.18085,37.49239
6037900,-122.254971,37.80886841,2013,109,0,3,4,3,0,1,A,,,,,,1800,4,C,C,A,GRAND AV,ELLITA AV,21,E,N,2/10/14,109,4/17/13,1635,8390,1,5,7,0,0,,0,14X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6037892,-122.162657,37.74287796,2013,109,0,3,4,8,0,1,A,,,,,,1200,4,B,C,A,BIRCH ST,102ND AV,25,E,N,2/10/14,109,4/10/13,945,8936,2,5,7,0,0,,0,32X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,F,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6037694,-122.2198349,37.76861572,2013,109,0,4,3,10,0,1,A,Y,,,,,2400,4,G,B,F,HIGH ST,COLISEUM WY,50,N,N,2/12/14,109,4/11/13,2100,9137,2,5,7,0,0,,0,26X,-,N,,0,0,,,0,,,,N,2,A,-,21952,,N,A,H,-,C,D,0,Y,D,22,0,1,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6035638,0,0,2013,109,1,6,3,3,0,1,B,,,,,,1800,4,C,C,A,RT 80,RT 80 SFOBB METERING LIGHTS,1056,W,N,2/13/14,9335,4/6/13,1608,19631,,2,7,0,1,,1,82,-,Y,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.32449,37.82186
6035387,-122.237342,37.80631227,2013,109,1,2,4,7,0,1,B,,,,,,1800,3,B,A,A,RT 580,PARK AV,1250,W,N,11/19/14,9370,3/19/13,1625,20428,,2,7,0,1,,2,54,-,Y,ALA,4,580,-,-,42.94,H,-,E,Y,2,A,-,21658,A,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.23824,37.80674
6035383,-122.2328105,37.8036499,2013,109,1,6,4,1,0,2,A,,,,,Y,2400,3,E,I,A,RT 580,PARK BL,300,E,N,2/7/14,9370,3/9/13,2127,18864,,2,7,0,1,,2,54,-,Y,,0,0,,,0,,,,Y,1,A,-,23152,A,N,A,H,-,C,D,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.13573,37.48131
6035367,-122.209794,37.75599713,2013,109,1,6,4,11,0,1,A,Y,,,,,2100,3,G,B,D,RT 880,66TH AV,25,N,N,11/6/14,9370,3/9/13,2020,20224,,2,7,0,1,,2,176,-,Y,ALA,4,880,-,-,26.701,R,3,N,N,2,A,-,21954,A,N,A,H,-,D,A,1,Y,N,60,0,0,1,0,1,0,0,0,0,FR,-,OAKLAND,ALAMEDA,CA,-122.20724,37.75443
6035363,-122.2731595,37.7979035,2013,109,1,6,4,8,0,1,A,,,,,,2100,3,E,I,A,RT 880,MADISON ST,15,N,N,11/6/14,9370,3/23/13,1834,19059,,2,7,0,1,,2,177,-,Y,ALA,4,880,-,-,31.431,R,3,N,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,TO,-,OAKLAND,ALAMEDA,CA,0,0
6035321,-122.1870859,37.77898788,2013,109,0,1,4,8,0,1,A,,,,,,1800,4,B,C,A,MACARTHUR BL,MILLSVIEW AV,20,E,N,2/19/14,109,4/8/13,1720,8610,2,5,7,0,0,,0,28X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,M,A,H,-,A,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6035235,-122.1864718,37.75564575,2013,109,0,1,2,11,0,1,A,Y,,,,,1800,4,G,B,D,78TH AV,RUDSDALE ST,30,N,N,2/19/14,109,4/1/13,1612,8658,2,5,7,0,0,,0,26X,-,N,,0,0,,,0,,,,N,2,A,-,21950,B,N,A,H,-,A,A,0,Y,N,60,1,0,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6034405,0,0,2013,109,1,2,4,-,0,1,A,,,,,,900,4,C,C,A,RT 80,SAN FRANCISCO BAY BRIDGE METERING LTS,4000,W,N,2/12/14,9335,4/2/13,620,13378,,1,7,0,1,,1,82,-,Y,,0,0,,,0,,,,N,3,A,-,0,,M,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-120.33063,37.8212
6033843,-122.1821698,37.78391003,2013,109,1,5,3,3,0,1,A,,,,,,1800,3,C,C,A,RT 580,RT 13,800,W,N,11/19/14,9370,3/29/13,1550,20123,,2,7,0,1,,2,52,-,Y,ALA,4,580,-,R,39.39,H,-,E,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,1,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.1826,37.7843
6033199,-122.2224554,37.76811981,2013,109,0,5,4,3,0,1,A,,,,,,1200,3,A,C,A,HOWARD ST,ALAMEDA AV,20,S,N,2/7/14,109,3/29/13,1105,8134,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033195,-122.2785632,37.80209351,2013,109,0,5,4,12,0,1,A,,,,,,1500,3,D,C,A,MARTIN LUTHER KING JR WY,8TH ST,0,,Y,2/7/14,109,3/29/13,1248,8316,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033191,-122.2662531,37.7980957,2013,109,0,7,4,12,0,2,C,,,,,,1500,3,D,C,A,MADISON ST,9TH ST,0,,Y,4/5/14,109,3/31/13,1215,8316,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,B,H,-,A,A,0,Y,-,-,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033187,-122.2252931,37.77876663,2013,109,0,5,4,10,0,1,A,Y,,,,,900,3,G,B,B,E 15TH ST,FRUITVALE AV,0,,Y,2/7/14,109,3/29/13,833,8134,1,5,7,0,0,,0,20X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033183,-122.1661816,37.73839569,2013,109,0,3,4,21,0,1,B,,,,,,1200,3,E,I,A,INTERNATIONAL BL,106TH AV,80,E,N,2/7/14,109,3/27/13,1122,8257,2,5,7,0,0,,0,32X,-,N,,0,0,,,0,,,,Y,1,A,-,22106,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033143,-122.2712632,37.80179596,2013,109,0,3,4,10,0,1,B,Y,,,,,1200,3,G,B,B,FRANKLIN ST,11TH ST,0,,Y,2/7/14,109,3/27/13,1000,8619,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,A,0,Y,A,8,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033139,0,0,2013,109,0,5,4,5,0,4,A,,,,,Y,2400,3,D,C,A,MIDDLE HARBOR RD,MARITIME ST,300,S,N,2/7/14,109,3/29/13,2345,9066,1,5,7,0,0,,0,02Y,-,N,,0,0,,,0,,,,N,2,A,-,21460,A,N,A,H,-,C,D,0,Y,A,1,0,0,4,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033135,-122.2706632,37.79813385,2013,109,0,2,4,10,0,1,C,Y,,,,,2400,3,G,B,B,HARRISON ST,7TH ST,0,,Y,2/7/14,109,3/19/13,2140,8410,1,5,7,0,0,,0,03X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,B,H,-,C,A,0,Y,A,7,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033131,-122.1696031,37.77438354,2013,109,0,4,4,5,0,1,A,,,,,,2400,3,A,C,A,SUNKIST DR,HILLMONT DR,0,,Y,2/7/14,109,3/21/13,2331,9066,2,5,7,0,0,,0,29X,-,N,,0,0,,,0,,,,N,2,A,-,21460,A,N,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033127,-122.22093,37.78252411,2013,109,0,2,4,9,0,1,C,,Y,,,,2100,3,H,G,A,34TH AV,FOOTHILL BL,200,S,N,2/7/14,109,3/19/13,1840,8480,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,N,2,A,-,21804,A,N,B,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6033123,-122.2932831,37.80612564,2013,109,0,7,4,9,0,4,A,,,,,,1800,3,D,C,A,MANDELA PKWY,8TH ST,0,,Y,2/7/14,109,3/31/13,1740,8347,1,5,7,0,0,,0,02X,-,N,,0,0,,,0,,,,N,2,A,-,21801,A,N,A,H,-,A,A,0,Y,A,7,0,0,4,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6031738,-122.2744431,37.81379318,2013,109,0,1,4,8,0,1,C,,Y,,,,300,4,H,G,A,23RD ST,SAN PABLO AV,0,,Y,2/4/14,109,4/1/13,130,8938,1,5,7,0,0,,0,06X,-,N,,0,0,,,0,,,,N,2,A,-,22107,,M,B,H,-,C,A,0,Y,A,7,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6030618,-122.2383027,37.78044889,2013,109,1,5,4,7,0,1,A,,,,,,1200,3,B,C,A,RT 880,23RD AV,1362,N,N,11/10/14,9370,3/8/13,955,20508,,1,7,0,1,,2,177,-,Y,ALA,4,880,-,-,29.19,H,-,N,Y,2,A,-,21658,A,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.2388,37.78167
6030614,-122.2494506,37.81106524,2013,109,1,2,4,8,0,1,A,,,,,,1500,3,E,I,A,RT 580,SANTA CLARA PED OC,35,E,N,11/19/14,9370,3/12/13,1425,20459,,2,7,0,1,,2,54,-,Y,ALA,4,580,-,-,43.75,H,-,W,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.14597,37.48426
