CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP
6443713,0,0,2014,109,0,4,4,12,0,4,A,,,,,,1200,3,D,C,A,OAKLAND AV,SANTA CLARA AV,0,,Y,7/3/14,109,3/20/14,1156,7766,1,5,7,0,0,,0,14X,-,N,,0,0,,,0,,,,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,1,0,0,4,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6443717,-122.2749806,37.79834165,2014,109,1,5,2,5,0,1,A,,,,,,600,3,E,I,A,RT 880,WASHINGTON AV,13,N,N,11/20/15,9370,3/7/14,358,19156,,3,7,0,1,,2,177,-,Y,ALA,4,880,-,-,31.68,H,-,S,Y,1,A,-,21651,B,N,A,D,-,C,D,1,Y,A,1,1,0,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.27616,37.79897
6443737,-122.2268586,37.84870975,2014,109,3,1,4,7,0,2,C,,,,,,1800,3,C,C,A,RT 24,RT 13,70,W,N,11/20/15,9370,3/31/14,1630,19561,,2,7,0,1,,2,24,-,Y,ALA,4,24,-,R,5.11,H,-,W,Y,2,A,-,21658,A,N,B,H,-,A,D,0,Y,A,7,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.2319,37.84976
6443741,-122.2231612,37.85087897,2014,109,3,1,4,8,0,1,C,,,,,,1500,3,E,I,A,RT 24,KAY AV,600,W,N,11/20/15,9370,3/31/14,1410,19561,,2,7,0,1,,2,24,-,Y,ALA,4,24,-,R,5.36,H,-,W,Y,2,A,-,22107,,N,B,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.22266,37.85254
6443754,-122.2906731,37.81377495,2014,109,0,6,4,9,0,2,B,,,,,,1500,3,D,C,A,18TH ST,MANDELA PKWY,0,,Y,7/3/14,109,3/1/14,1426,8259,1,5,7,0,0,,0,05X,C,N,,0,0,,,0,,,,Y,2,A,-,21802,A,F,B,H,-,A,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6443758,-122.1945881,37.76276188,2014,109,0,3,3,3,0,1,B,Y,,,,,2100,3,G,B,B,INTERNATIONAL BL,65TH AV,5,W,N,7/3/14,109,3/5/14,1900,8585,2,5,7,0,0,,0,26Y,-,N,,0,0,,,0,,,,N,3,A,-,22350,,M,A,H,-,C,A,0,Y,-,99,0,1,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6443859,-122.1887915,37.73176314,2014,109,1,2,4,8,0,5,C,,,,,,1500,4,B,E,A,RT 880,98TH AV,30,N,N,3/4/15,9370,4/1/14,1330,20253,,1,7,0,1,,2,176,-,Y,,0,0,,,0,,,,N,2,A,-,22107,,M,B,H,-,A,D,0,Y,-,99,0,0,5,0,0,0,0,0,0,TO,-,OAKLAND,ALAMEDA,CA,-122.19013,37.73135
6444091,-122.162993,37.74975487,2014,109,0,5,3,9,0,4,A,,,,,,900,2,D,-,A,BANCROFT AV,96TH AV,0,,Y,6/26/14,109,2/21/14,816,8411,2,5,7,0,0,,0,35X,-,N,,0,0,,,0,,,,Y,3,A,-,21802,A,N,A,H,-,A,A,0,Y,A,7,0,1,3,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444092,-122.173453,37.73448486,2014,109,0,4,4,9,0,1,B,,Y,,,,900,2,H,G,A,107TH AV,SAN LEANDRO ST,0,,Y,6/26/14,109,2/20/14,729,7715,2,5,7,0,0,,0,32X,-,N,,0,0,,,0,,,,N,2,A,-,21802,A,N,A,H,-,B,A,0,Y,A,7,0,0,1,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444099,-122.1927578,37.77482992,2014,109,0,5,4,8,0,1,A,,,,,,300,2,E,I,A,55TH AV,HILLEN DR,25,E,N,6/26/14,109,2/21/14,225,8289,2,5,7,0,0,,0,29X,-,N,,0,0,,,0,,,,Y,1,A,-,22107,,N,A,H,-,C,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444103,-122.2819931,37.81160486,2014,109,0,6,4,9,0,4,A,,,,,,1800,2,D,C,A,18TH ST,FILBERT ST,0,,Y,6/26/14,109,2/15/14,1658,8702,1,5,7,0,0,,0,05X,-,N,,0,0,,,0,,,,N,2,A,-,21802,A,N,A,H,-,A,A,0,Y,A,1,0,0,4,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444136,-122.2103932,37.7880049,2014,109,0,1,2,10,0,1,A,Y,,,,,1800,2,G,B,B,35TH AV,BROOKDALE AV,0,,Y,6/26/14,109,2/3/14,1630,8973,2,5,7,0,0,,0,24X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,N,A,H,-,A,A,0,Y,A,1,1,0,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444140,-122.175613,37.75113485,2014,109,0,7,3,3,0,1,A,Y,,,,,600,2,A,B,B,INTERNATIONAL BL,88TH AV,0,,Y,6/26/14,109,2/23/14,400,9021,2,5,7,0,0,,0,33X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,F,A,H,-,C,D,0,Y,A,1,0,1,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444144,-122.2831453,37.81795679,2014,109,0,7,4,5,0,1,A,,,,,,2100,2,B,C,A,ADELINE ST,24TH ST,300,N,N,6/26/14,109,2/16/14,2023,9094,1,5,7,0,0,,0,07X,-,N,,0,0,,,0,,,,Y,2,A,-,21460,A,N,A,H,-,C,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444148,-122.2224631,37.77315486,2014,109,0,4,4,9,0,4,A,,,,,,1800,2,D,C,A,SAN LEANDRO ST,37TH AV,0,,Y,6/26/14,109,2/13/14,1620,8163,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,N,3,A,-,21801,A,N,A,H,-,A,A,0,Y,A,1,0,0,4,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444152,-122.2652825,37.82619756,2014,109,0,1,3,17,0,1,A,,Y,,,,1800,2,H,G,A,TELEGRAPH AV,WEST MACARTHUR BL,40,S,N,6/26/14,109,2/3/14,1557,9158,1,5,7,0,0,,0,08X,-,N,,0,0,,,0,,,,N,2,A,-,22517,,N,A,H,-,A,A,0,Y,A,1,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6444156,-122.2623197,37.83721399,2014,109,0,1,4,3,0,1,A,,,,,,1800,2,C,C,A,TELEGRAPH AV,51ST ST,7,E,N,6/26/14,109,2/24/14,1647,9119,1,5,7,0,0,,0,12X,-,N,,0,0,,,0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6445291,-122.1685363,37.77825295,2014,109,1,6,4,1,0,1,A,,,,,Y,300,3,E,I,A,RT 580,EDWARDS AV,1450,W,N,3/4/15,9370,3/22/14,256,20287,,3,7,0,1,,2,52,-,Y,,0,0,,,0,,,,Y,1,A,-,23152,A,N,A,H,-,D,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.10735,37.46416
6445911,-122.2661795,37.83483348,2014,109,3,4,4,3,0,1,A,,,,,,2100,2,-,C,A,RT 24,51ST ST,725,W,N,11/20/15,9370,2/6/14,1810,19663,,2,7,0,1,,2,24,-,Y,ALA,4,24,-,R,2.502,R,1,W,N,2,A,-,22350,,M,A,H,-,A,D,1,Y,-,,0,0,1,0,0,0,0,0,0,FR,-,OAKLAND,ALAMEDA,CA,-122.1557,37.5051
6445963,-122.3090937,37.82430709,2014,109,1,6,4,1,0,1,B,,,,,Y,600,3,C,C,A,RT 80,MARITIME ST,2670,W,N,7/10/14,9370,3/29/14,538,19742,,3,7,0,1,,2,179,C,Y,,0,0,,,0,,,,Y,2,A,-,23152,A,F,B,H,-,C,D,0,Y,A,7,0,0,1,0,0,0,0,0,0,TO,-,OAKLAND,ALAMEDA,CA,-122.30916,37.82436
6445967,-122.260438,37.82230944,2014,109,1,2,4,3,0,1,C,,,,,,1500,3,C,C,A,RT 580,BROADWAY,100,W,N,7/9/14,9370,3/25/14,1225,14859,,1,7,0,1,,2,55,-,Y,,0,0,,,0,,,,N,2,A,-,22350,,M,B,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.26029,37.82253
6445971,-122.1698921,37.77893653,2014,109,1,5,2,8,0,2,A,,,,,,300,3,F,I,A,RT 580,KUHNLE AV,1300,E,N,7/21/14,9370,3/7/14,15,18864,,3,7,0,1,,2,53,-,Y,,0,0,,,0,,,,Y,1,A,-,22107,,N,A,H,-,C,D,0,Y,A,1,1,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.10108,37.4645
6445976,0,0,2014,109,1,2,4,7,0,1,A,,,,,,1500,3,D,C,A,RT 80,S F O B B TOLL PLZ,350,E,N,7/10/14,9370,3/18/14,1400,18954,,2,7,0,1,,2,8,-,Y,,0,0,,,0,,,,Y,3,A,-,21658,A,N,A,H,-,A,D,0,Y,A,8,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.31325,37.82426
6445980,-122.2261378,37.7726606,2014,109,1,1,4,3,0,3,A,,,,,,1200,3,C,C,A,RT 880,FRUITVALE AV,10,S,N,11/20/15,9370,3/17/14,940,20656,,1,7,0,1,,2,176,-,Y,ALA,4,880,-,-,28.24,H,-,N,Y,3,A,-,22350,,N,A,H,-,A,D,1,Y,A,1,0,0,3,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.27959,37.77309
6445984,-122.2800944,37.80362601,2014,109,1,1,4,3,0,1,A,,,,,,1200,3,C,C,A,RT 980,11TH ST,60,W,N,12/23/15,9370,3/17/14,900,19561,,1,7,0,1,,2,98,-,Y,ALA,4,980,-,-,0.53,H,-,W,Y,3,A,-,22350,,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.4883,37.6284
6445988,-122.2303641,37.77406516,2014,109,1,5,3,3,0,1,A,,,Y,,,1800,3,F,A,A,RT 880,29TH AV,680,S,N,11/14/15,9370,3/28/14,1625,16710,,2,7,0,1,,2,176,-,Y,ALA,4,880,-,-,28.56,H,-,N,N,1,A,-,22350,,N,A,H,-,A,D,1,Y,C,2,0,1,0,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.23515,37.77596
6445996,-122.2508181,37.7884858,2014,109,1,6,4,3,0,1,C,,,,,,1200,3,C,C,A,RT 880,5TH AV,1270,S,N,11/20/15,9370,3/29/14,1128,20394,,1,7,0,1,,2,177,-,Y,ALA,4,880,-,-,30.14,H,-,N,N,3,A,-,22350,,N,B,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.152,37.4722
6446000,-122.3078595,37.8244468,2014,109,1,6,3,1,0,2,B,,,,,Y,600,3,C,C,A,RT 80,MARITIME ST,2310,W,N,7/10/14,9370,3/29/14,539,19742,,3,7,0,1,,2,179,C,Y,,0,0,,,0,,,,Y,2,A,-,23152,A,N,B,H,-,C,D,0,Y,A,1,0,2,0,0,0,0,0,0,0,TO,-,OAKLAND,ALAMEDA,CA,-122.30839,37.82443
6447536,-122.2123139,37.76623288,2014,109,0,3,4,21,0,1,A,,,,,,900,2,A,C,A,50TH AV,SAN LEANDRO,90,S,N,6/24/14,109,2/5/14,827,9019,2,5,7,0,0,,0,26X,-,N,,0,0,,,0,,,,N,2,A,-,22106,,N,A,H,-,A,A,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6447643,-122.2278004,37.84743464,2014,109,3,3,4,3,0,1,A,,,,,,900,4,C,C,A,RT 13,BROADWAY TR,300,S,N,3/7/15,9370,4/9/14,825,20123,,1,7,0,1,,2,13,-,Y,,0,0,,,0,,,,N,3,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.2217,37.8382
6447651,-122.2013126,37.78984513,2014,109,1,2,4,8,0,1,A,,,,,,1500,4,E,I,A,RT 580,35TH AV,1052,E,N,7/12/14,9370,4/8/14,1400,20428,,2,7,0,1,,2,53,-,Y,,0,0,,,0,,,,Y,1,A,-,22107,,N,A,H,-,A,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.202,37.7906
6448087,-122.2968349,37.82080671,2014,109,1,5,3,3,0,1,A,,,Y,,,1800,4,C,C,A,RT 80,WEST GRAND AV,375,E,N,7/21/14,9370,4/11/14,1740,20286,,2,7,0,1,,2,8,-,Y,,0,0,,,0,,,,Y,3,A,-,22350,,F,A,H,-,A,A,0,Y,C,2,0,1,0,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.30821,37.82471
6448118,-122.2114726,37.85840011,2014,109,3,2,4,3,0,3,A,,,,,,900,4,C,C,A,RT 24,OLD TUNNEL RD,1340,E,N,7/22/14,9370,4/8/14,813,19561,,1,7,0,1,,2,24,-,Y,,0,0,,,0,,,,Y,3,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,3,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.22228,37.85392
6448122,-122.2838909,37.8270751,2014,109,1,5,3,0,0,2,A,,,,,,2100,4,C,C,A,RT 580,PERALTA ST,748,W,N,7/22/14,9370,4/4/14,2025,20183,,2,7,0,1,,2,55,-,Y,,0,0,,,0,,,,Y,4,D,-,0,,N,A,H,-,D,D,0,Y,-,-,0,1,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.1734,37.4941
6449216,-122.2637499,37.79326247,2014,109,1,7,4,8,0,1,A,,,,,,1800,3,E,I,A,RT 880,OAK ST,645,S,N,11/20/15,9370,3/23/14,1645,16710,,2,7,0,1,,2,177,-,Y,ALA,4,880,-,-,30.92,H,-,S,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.26473,37.79358
6449220,-122.2513141,37.7886298,2014,109,1,5,4,8,0,1,A,,,,,,2400,3,B,C,A,RT 880,5TH AV,1088,S,N,11/14/15,9370,3/21/14,2145,20456,,2,7,0,1,,2,177,-,Y,ALA,4,880,-,-,30.17,H,-,N,N,2,A,-,22107,,M,A,H,-,C,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.15229,37.47228
6449224,0,0,2014,109,1,5,3,18,0,1,A,,,Y,,,2100,3,E,J,A,RT 580,MONTANA ST,58,W,N,7/10/14,9370,3/21/14,1905,20286,,2,7,0,1,,2,53,-,Y,,0,0,,,0,,,,Y,1,C,-,0,,N,A,B,-,A,C,0,Y,-,-,0,1,0,0,0,0,0,0,1,FR,-,OAKLAND,ALAMEDA,CA,-122.21846,37.79909
6449228,-122.2982576,37.81596257,2014,109,1,4,3,7,0,2,A,,,,,,1200,3,B,C,A,RT 80,W GRAND AV,2403,E,N,7/10/14,9370,3/20/14,1050,20475,,1,7,0,1,,2,8,-,Y,,0,0,,,0,,,,Y,2,A,-,21658,A,N,A,H,-,A,D,0,Y,A,1,0,1,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.30396,37.82556
6449763,0,0,2014,109,1,2,4,-,0,1,B,,,Y,,,900,4,B,C,A,RT 80,S F O B B TOLL PLZ,400,E,N,7/11/14,9370,4/1/14,740,18954,,1,7,0,1,,2,8,-,Y,,0,0,,,0,,,,Y,2,A,-,0,,N,B,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.31304,37.8243
6450093,-122.2782304,37.79982425,2014,109,1,2,4,7,0,1,B,,,,,,1500,3,B,C,A,RT 880,WASHINGTON ST,268,N,N,11/20/15,9370,3/25/14,1435,20475,,2,7,0,1,,2,177,-,Y,ALA,4,880,-,-,31.73,H,-,N,N,2,A,-,21658,A,N,A,H,-,A,D,1,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.27694,37.79947
6450362,-122.2708531,37.83098491,2014,109,0,6,4,12,0,1,B,,,,,,1200,4,D,C,A,WEST ST,41ST ST,0,,Y,6/29/15,109,4/12/14,1028,8961,1,5,7,0,0,,0,10Y,-,N,,0,0,,,0,,,,Y,2,A,-,22450,A,F,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6453181,-122.2587258,37.82163758,2014,109,1,7,4,3,0,1,A,,,,,,1500,4,C,C,A,RT 580,PIEDMONT AV,130,E,N,8/1/14,9370,4/20/14,1435,20356,,2,7,0,1,,2,54,-,Y,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.25926,37.82199
6453185,-122.1927202,37.7395529,2014,109,A,2,4,21,0,1,A,Y,,,,,1500,4,G,B,C,85TH AV,EDES AV,200,N,N,8/1/14,9370,4/29/14,1310,20394,,1,7,0,1,,2,748,-,N,,0,0,,,0,,,,N,2,A,-,22106,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.11357,37.44233
6454051,-122.1794631,37.7600949,2014,109,0,5,4,1,0,1,B,,,,,Y,2100,4,D,C,A,WELD ST,78TH AV,0,,Y,3/7/15,109,4/4/14,1815,9084,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,A,-,23152,A,M,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6454052,-122.1598773,37.75156139,2014,109,0,7,3,3,0,1,A,,,,,,1200,1,D,C,A,MACARTHUR BL,96TH AV,100,W,N,6/17/14,109,1/5/14,1129,9148,2,5,7,0,0,,0,35X,-,N,,0,0,,,0,,,,Y,2,A,-,22350,,F,A,H,-,A,D,0,Y,A,7,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6456330,-122.2236804,37.77165007,2014,109,1,5,4,8,0,1,A,,,,Y,,1200,4,B,C,A,RT 880,HIGH ST,1600,N,N,7/23/14,9370,4/11/14,900,20644,,1,7,0,1,,2,176,-,Y,,0,0,,,0,,,,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.1325,37.4618
6456590,-122.1511126,37.75414849,2014,109,1,2,4,8,0,1,C,,,,,,1500,4,E,I,A,RT 580,GOLF LINKS RD,160,E,N,7/9/14,9370,4/1/14,1230,20123,,1,7,0,1,,2,52,-,Y,,0,0,,,0,,,,Y,1,A,-,22107,,N,A,H,-,A,D,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.1515,37.7535
6456594,-122.2344649,37.8488723,2014,109,3,7,3,8,0,1,A,,,Y,,,1200,4,F,A,A,RT 24,RT 13,1700,W,N,7/9/14,9370,4/13/14,1050,20420,,1,7,0,1,,2,24,-,Y,,0,0,,,0,,,,Y,1,A,-,22107,,N,A,H,-,A,D,0,Y,C,2,0,1,0,0,0,0,0,0,1,-,-,OAKLAND,ALAMEDA,CA,-122.23535,37.84896
6456602,0,0,2014,109,1,3,3,8,0,1,A,,Y,,,,2100,4,F,A,A,SFOBB BICYCLE/PEDESTRIAN PATH,CALL BOX AL 80 06B,335,E,N,7/9/14,9370,4/9/14,1845,19469,,2,7,0,1,,2,8,-,N,,0,0,,,0,,,,N,1,A,-,22107,,N,A,H,-,A,D,0,Y,L,4,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,-122.34703,37.81904
6457685,-122.1794038,37.75549572,2014,109,0,7,4,8,0,1,A,,,,,,1200,2,A,D,A,INTERNATIONAL BL,82ND AV,50,E,N,6/27/14,109,2/23/14,1127,8411,2,5,7,0,0,,0,33,-,N,,0,0,,,0,,,,Y,2,A,-,22107,,N,A,D,-,A,D,0,Y,D,23,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6458029,-122.2917931,37.8108549,2014,109,0,3,4,12,0,1,B,,,,,,2100,3,F,C,A,MANDELA PKWY,14TH ST,0,,Y,7/8/14,109,3/26/14,1904,8652,1,5,7,0,0,,0,02X,-,N,,0,0,,,0,,,,N,2,A,-,21453,A,N,A,H,-,B,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6458053,-122.1706128,37.75997072,2014,109,0,7,4,1,0,1,A,,,,,Y,1200,3,C,C,A,82ND AV,BANCROFT AV,10,S,N,7/8/14,109,3/30/14,900,9172,2,5,7,0,0,,0,30X,-,N,,0,0,,,0,,,,N,2,A,-,23152,A,M,A,H,-,A,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6458057,-122.2608532,37.79045492,2014,109,0,3,3,9,0,1,B,,Y,,,,1800,3,D,G,A,EMBARCADERO,5TH AV,0,,Y,7/8/14,109,3/5/14,1640,8079,1,5,7,0,0,,0,19X,-,N,,0,0,,,0,,,,N,2,A,-,21802,A,N,A,H,-,A,A,0,Y,L,4,0,1,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6458091,-122.2630931,37.81743488,2014,109,0,7,4,10,0,1,C,Y,,,,,2100,2,G,A,B,29TH ST,BROADWAY,0,,Y,6/23/14,109,2/9/14,1854,9190,1,5,7,0,0,,0,08X,-,N,,0,0,,,0,,,,N,2,A,-,21950,A,F,B,H,-,C,A,0,Y,A,1,0,0,1,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6458144,-122.2119303,37.78704305,2014,109,0,4,4,8,0,1,A,,,,,,1800,2,B,E,A,LYON AV,35TH AV,15,E,N,6/27/14,109,2/13/14,1759,8751,2,5,7,0,0,,0,24,-,N,,0,0,,,0,,,,N,3,A,-,22107,,M,A,H,-,B,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6458148,-122.2883931,37.80999484,2014,109,0,6,4,12,0,1,A,,,,,,2400,2,D,C,A,14TH ST,UNION ST,0,,Y,6/27/14,109,2/22/14,2330,8700,1,5,7,0,0,,0,2,-,N,,0,0,,,0,,,,Y,2,A,-,22450,A,M,A,H,-,C,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6458156,0,0,2014,109,0,2,4,8,0,1,A,,,,,,2100,2,E,I,A,55TH ST,LUTHER KING JR WY,0,,Y,6/27/14,109,2/25/14,1842,9190,1,5,7,0,0,,0,10,-,N,,0,0,,,0,,,,Y,1,A,-,22107,,N,A,H,-,C,A,0,Y,A,1,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6459015,-122.1903631,37.75646494,2014,109,0,2,3,12,0,4,B,,,,,,1500,3,D,C,A,HEGENBERGER RD,HAMILTON ST,0,,Y,7/9/14,109,3/4/14,1336,8624,2,5,7,0,0,,0,26Y,-,N,,0,0,,,0,,,,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,7,0,1,3,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6459224,-122.1523,37.76102416,2014,109,0,3,3,3,0,1,A,,,,,,300,4,F,I,A,FONTAINE ST,CREST AV,45,S,N,7/11/14,109,4/23/14,50,9150,2,5,7,0,0,,0,35X,-,N,,0,0,,,0,,,,N,1,A,-,22350,,M,A,H,-,C,D,0,Y,A,1,0,1,0,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6459998,-122.2139404,37.7679783,2014,109,0,7,2,0,0,1,A,,Y,,,,1800,2,D,G,A,SAN LEANDRO ST,47TH AV,130,E,N,6/26/14,109,2/16/14,1743,8585,2,5,7,0,0,,0,26,-,N,,0,0,,,0,,,,N,2,D,-,0,,N,A,H,-,A,D,0,Y,-,-,1,0,0,0,0,0,1,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6460589,-122.1903631,37.75646494,2014,109,0,6,4,12,0,1,A,,,,,Y,1800,1,D,C,A,HEGENBERGER RD,HAMILTON ST,0,,Y,6/17/14,109,1/25/14,1543,9173,2,5,7,0,0,,0,26Y,-,N,,0,0,,,0,,,,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6460606,-122.2199631,37.77477492,2014,109,0,1,4,12,0,1,A,,,,,,2100,1,D,D,A,INTERNATIONAL BL,38TH AV,0,,Y,6/24/14,109,1/6/14,1825,9123,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,Y,2,A,-,21453,A,N,A,H,-,C,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6460610,-122.2075831,37.78964494,2014,109,0,1,4,3,0,2,A,,,,,,2100,1,C,C,A,35TH AV,PENNIMAN AV,0,,Y,6/24/14,109,1/13/14,1948,9158,,5,7,0,0,,0,2,-,N,,0,0,,,0,,,,Y,2,A,-,22350,,N,A,H,-,C,A,0,Y,A,1,0,0,2,0,0,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
6460614,-122.2238037,37.7766168,2014,109,0,7,2,0,0,1,A,Y,,,,,600,1,G,B,D,INTERNATIONAL BL,34TH AV,20,E,N,6/24/14,109,1/26/14,335,9090,2,5,7,0,0,,0,23X,-,N,,0,0,,,0,,,,N,2,D,-,0,,F,A,H,-,C,D,0,Y,-,-,1,0,0,0,1,0,0,0,0,-,-,OAKLAND,ALAMEDA,CA,0,0
